Subset,N events,Mc (MAXC),Mc (GFT),GFT R (%),N ≥ Mc,b (MLE),SE b (MLE),a (MLE),b (LSQ),SE b (LSQ),a (LSQ),R² (LSQ)
Full catalogue,17667,4.2,4.9,90.55780732675865,4442,0.9198627162951762,0.014422134179817843,8.154905864058819,0.9629134540004689,0.027595668482087145,8.448448858187742,0.9736119579491415
