AnchorTime,AnchorLat,AnchorLon,t_end,LargestAhead,NO,Mag_max,Mag_mean,b_lsq,a_lsq,b_std_lsq,std_gr_lsq,b_mlk,a_mlk,b_std_mlk,std_gr_mlk,dM_lsq,dM_mlk,Energy,x7_lsq,x7_mlk,zvalue,beta,Dist_min,Dist_mean,Dist_std,Dist_wmean,Dist_trend,T_elaps6,T_elaps65,T_elaps7,T_elaps75,y5,y6,y7
1957-02-11 14:25:43.000,10.0,126.0,18216.735567129628,5.7,3.0,6.7,6.6000000000000005,2.3856062735983112,16.00438515587673,0.7557266632048387,0.03606670660650584,2.895296546021672,19.29654880386053,1.113149032428996,0.10784163513291199,-0.008728650238094104,0.03520815669978283,1551746896292.478,6.969171937625679e-08,2.061153622438658e-09,-0.9999999999999999,8.672617004934883,23.8647864175967,45.678349154274905,18.891099477008922,41.773734450832336,124.38481028487934,0.5492939814794227,0.5492939814794227,1790.1448611111082,1790.1448611111082,1,0,0
1957-02-13 00:29:48.000,10.1,126.5,18218.155069444445,0.0,4.0,6.7,6.575,3.010299956639811,20.169009709486726,0.99775314318529,1.1716206776437227e-14,3.4743558552260145,23.185373050297056,1.3290831634730944,0.0733736800584256,3.552713678800501e-15,0.026713204860014272,1705610056191.2202,9.313225746154824e-10,3.775134544279108e-11,-1.5491933384829666,10.01427552475536,23.8647864175967,48.40504449635968,16.360172052508652,44.51262946476507,20.336376005112502,1.419502314816782,1.419502314816782,1791.564363425925,1791.564363425925,0,0,0
1965-07-06 13:06:59.200,7.0,127.0,21283.680893518518,0.0,3.0,5.7,5.1000000000000005,0.40843784029510766,2.2219841555388884,0.11721904168669864,0.10931767509699694,0.9650988486738925,5.013085843486958,0.6544701137687345,0.24047409237108616,0.2597984899404935,0.5056244700993497,138369451774.6602,0.0595232285132297,0.0012726338013398116,-0.6123724356957945,5.375620014486486,8.156570893078719,29.671908606292973,25.569067207915683,10.445528559672983,1.885181688912613,2499.7960092592584,8077.582907407406,8077.582907407406,8077.582907407406,0,0,0
1965-08-08 04:32:45.400,6.6,126.7,21316.323789351853,4.5,3.0,5.1,4.8,0.5767855668282794,2.987515346564274,0.15928234959536425,0.08437908520728295,0.9650988486738945,4.723556188884799,0.4459462126284331,0.17206970276903732,-0.07959449469670421,0.2056244700993508,47512430726.64314,0.018605583705398977,0.0012726338013397947,-0.44721359549995787,4.308100197271101,23.3536325225792,34.9292453215513,11.206338564738946,28.501044356274505,1.5458450892843347,807.5559652777774,8818.712342592593,10625.401069444446,15090.506775462964,0,0,0
1965-08-19 02:53:58.400,6.8,127.1,21327.255189814816,0.0,3.0,5.0,4.766666666666667,0.5112013443424922,2.6858279231296502,0.1115504695518048,0.08777407204684747,1.042306756567806,5.063270983618009,0.4637442461910853,0.1931843006414325,-0.2539531690476391,0.1422448797216207,41759667445.01036,0.02926819682666635,0.0007465858083766711,1.4411533842457844,3.6122809875741004,24.899451748635002,35.444518396903234,10.41560071412468,30.501940407982307,-25.10830508603977,2543.370305555556,3615.3295879629623,8121.157203703704,8121.157203703704,0,0,0
1965-09-18 22:38:17.600,8.2,126.8,21358.077634259258,4.7,3.0,5.4,5.266666666666667,0.35218251811136225,2.1675973416542,0.038036641326066434,0.0556849454662704,1.3714562586418488,7.334402547928907,0.5768069626061558,0.22654871894669545,-0.7547556456757238,0.052106108588432676,107220097020.08028,0.08779149519890275,7.684776196487846e-05,-1.4411533842457844,4.047396061842092,3.9330098982026502,15.421962629935317,10.616792990590433,19.243525211994932,2.958958617261597,1287.1383287037024,1287.1383287037024,14994.814821759257,16017.168166666666,0,0,0
1965-09-20 09:57:39.100,8.25,126.8,21359.54941087963,0.0,4.0,5.4,5.125,0.43952753585107096,2.6243070233157666,0.07561131548762702,0.04860612597925434,0.9143041724278993,4.899289601739089,0.3271869857823279,0.1818691594035242,-0.5707454237974838,0.041510178468052494,108556678077.89651,0.048019473327008996,0.0018075381933252185,-1.921537845661046,5.320522872923015,3.9330098982026502,15.066935663528113,8.697607268144036,19.04390908232379,1.8051466624847707,1288.6101053240745,1288.6101053240745,14996.28659837963,16018.639943287038,0,0,0
1966-04-23 09:16:36.000,6.0,126.2,21574.52090277778,0.0,3.0,5.1,4.8,0.9396275030257863,4.6868852647390025,0.31018991156371517,0.1121038647609291,1.7371779276130073,8.468139721739496,1.0602415843053505,0.2039618832373076,0.11197522460091314,0.22534692783297228,44637545525.546074,0.0015174608349343044,6.144212353328218e-06,-0.6123724356957945,4.607707969367495,20.5563050063853,37.31951966370787,19.677892449654465,33.63839000258536,-0.10126056948121294,1065.753078703703,5714.090972222222,5714.090972222222,15348.70388888889,0,0,0
1966-06-08 22:01:17.000,9.64,126.68,21621.05193287037,0.0,3.0,5.6,5.166666666666667,0.57678556682828,3.125393132146426,0.1672513291030442,0.12121265910605335,1.3714562586418488,7.197256922064723,0.9455940494198056,0.25307540944194457,0.1813603670202184,0.3521061085884307,116975800036.51044,0.0186055837053989,7.684776196487846e-05,-1.4411533842457844,4.047396061842092,51.5696301555786,53.57986397243147,2.368322722401029,55.51894569446453,-28.95672426596961,3404.316365740742,3404.316365740742,5194.46122685185,5194.46122685185,0,0,0
1968-03-08 19:47:30.000,9.35,126.45,22259.95902777778,0.0,3.0,5.6,5.400000000000001,1.2552725051033076,6.994307776767387,0.41847858352885453,0.06779651486832546,1.737177927613001,9.510446478307268,0.8014673033488735,0.14028396693849954,0.028056260029559077,0.12534692783297174,139862742006.00955,0.0001714677640603548,6.144212353328469e-06,-0.9999999999999999,4.047396061842092,64.5589199870645,67.52722843248283,3.0443133815268855,67.9089356182955,-273.31460742869496,2189.019722222223,2189.019722222223,5833.368321759259,5833.368321759259,0,0,0
