AnchorTime,AnchorLat,AnchorLon,t_end,LargestAhead,NO,Mag_max,Mag_mean,b_lsq,a_lsq,b_std_lsq,std_gr_lsq,b_mlk,a_mlk,b_std_mlk,std_gr_mlk,dM_lsq,dM_mlk,Energy,x7_lsq,x7_mlk,zvalue,beta,Dist_min,Dist_mean,Dist_std,Dist_wmean,Dist_trend,T_elaps6,T_elaps65,T_elaps7,T_elaps75,y5,y6,y7
1957-02-11 14:25:43.000,10.0,126.0,18216.735567129628,5.7,3.0,6.7,6.6000000000000005,2.3856062735983112,16.00438515587673,0.7557266632048387,0.03606670660650584,2.895296546021672,19.29654880386053,1.113149032428996,0.10784163513291199,-0.008728650238094104,0.03520815669978283,1551746896292.478,6.969171937625679e-08,2.061153622438658e-09,-0.9999999999999999,8.672617004934883,23.8647864175967,45.678349154274905,18.891099477008922,41.773734450832336,124.38481028487934,0.5492939814794227,0.5492939814794227,1790.1448611111082,1790.1448611111082,1,0,0
1957-02-13 00:29:48.000,10.1,126.5,18218.155069444445,0.0,4.0,6.7,6.575,3.010299956639811,20.169009709486726,0.99775314318529,1.1716206776437227e-14,3.4743558552260145,23.185373050297056,1.3290831634730944,0.0733736800584256,3.552713678800501e-15,0.026713204860014272,1705610056191.2202,9.313225746154824e-10,3.775134544279108e-11,-1.5491933384829666,10.01427552475536,23.8647864175967,48.40504449635968,16.360172052508652,44.51262946476507,20.336376005112502,1.419502314816782,1.419502314816782,1791.564363425925,1791.564363425925,0,0,0
1965-03-08 12:25:27.900,19.92,121.15,21163.65205902778,0.0,3.0,5.4,5.2,0.6816017924566605,3.7904561040477334,0.16322161714127906,0.08686069254313909,1.240841376866435,6.557244001365195,0.5409395838292615,0.1841036717979467,-0.16110055166668058,0.1154856989661619,96830452622.25435,0.009019752538805392,0.0001894418252328926,-0.6123724356957945,4.047396061842092,23.4329350047147,65.97328396216213,70.74182794788211,71.87315460117053,-1.0125617484096794,641.2962719907409,2565.5400914351885,43535.17270833333,43535.17270833333,0,0,0
1965-07-06 13:06:59.200,7.0,127.0,21283.680893518518,0.0,3.0,5.7,5.1000000000000005,0.40843784029510766,2.2219841555388884,0.11721904168669864,0.10931767509699694,0.9650988486738925,5.013085843486958,0.6544701137687345,0.24047409237108616,0.2597984899404935,0.5056244700993497,138369451774.6602,0.0595232285132297,0.0012726338013398116,-0.6123724356957945,3.1062799081417087,8.156570893078719,29.671908606292973,25.569067207915683,10.445528559672983,1.885181688912613,774.913069444443,1212.7415879629625,2842.1985439814816,2842.1985439814816,0,0,0
1965-08-07 14:06:03.000,6.8,126.9,21315.721909722222,5.0,3.0,5.1,4.9,1.2552725051033051,6.366671524215716,0.4184785835288529,0.06779651486832562,1.7371779276130073,8.641857514500797,0.8014673033488793,0.14028396693850037,0.02805626002956263,0.12534692783297174,49625173518.653496,0.00017146776406035778,6.144212353328218e-06,0.4472135954999578,2.7130647202950486,18.7870728733571,25.9497243194585,8.754322876116229,26.23259116395702,1.3087933661344247,806.9540856481472,1244.7826041666667,2874.239560185186,2874.239560185186,1,0,0
1965-08-19 02:53:58.400,6.8,127.1,21327.255189814816,5.2,3.0,5.0,4.766666666666667,0.5112013443424922,2.6858279231296502,0.1115504695518048,0.08777407204684747,1.042306756567806,5.063270983618009,0.4637442461910853,0.1931843006414325,-0.2539531690476391,0.1422448797216207,41759667445.01036,0.02926819682666635,0.0007465858083766711,1.4411533842457844,2.599710778816777,24.899451748635002,35.444518396903234,10.41560071412468,30.501940407982307,-25.10830508603977,818.4873657407406,2885.7728402777793,2885.7728402777793,2885.7728402777793,1,0,0
1965-09-16 13:50:12.200,7.13,126.58,21355.710905092594,5.4,3.0,5.4,5.033333333333334,0.7201331838111265,3.8091989834601376,0.2418427601309228,0.07889452777180148,1.132942126704134,5.801949250229092,0.5985809547955845,0.16158117751988627,0.11042430887451182,0.27886528934389077,80848486397.76993,0.0069119477830706395,0.00039918445425919067,-0.6123724356957945,2.1255371128042,3.9330098982026502,12.903732585352484,7.769220395521351,14.91716192100978,-0.6391049943627246,846.9430810185186,1284.7715995370381,5495.280974537038,8149.612918981482,1,0,0
1965-09-18 22:03:15.100,8.31,126.96,21358.05329976852,4.7,3.0,5.9,5.433333333333334,0.5521558317030703,3.1773734065192913,0.18255545956239005,0.07883947367827837,0.8985403073860382,4.969822791649854,0.48344450290865243,0.16527246654098413,0.14551326983363388,0.3690040604770797,218940660795.41132,0.02205629211144365,0.00201548271450704,-1.4411533842457844,2.4934765753283394,3.9330098982026502,22.53263808729935,21.58600362587342,40.47735549266565,15.775458965333517,1287.113994212963,1287.113994212963,4931.462593749999,4931.462593749999,0,0,0
1965-09-20 09:57:39.100,8.25,126.8,21359.54941087963,0.0,5.0,5.9,5.28,-0.0,0.0,0.0,0.0,,,,,,,231239033690.9878,1.0,,-2.5,4.335822560774823,3.9330098982026502,21.294032188873253,15.830980223062042,38.221301877845626,1.5280054591351668,1288.6101053240745,1288.6101053240745,4932.95870486111,4932.95870486111,0,0,0
1966-04-23 09:16:36.000,6.0,126.2,21574.52090277778,5.3,3.0,5.1,4.8,0.9396275030257863,4.6868852647390025,0.31018991156371517,0.1121038647609291,1.7371779276130073,8.468139721739496,1.0602415843053505,0.2039618832373076,0.11197522460091314,0.22534692783297228,44637545525.546074,0.0015174608349343044,6.144212353328218e-06,-0.6123724356957945,2.0450933046475694,20.5563050063853,37.31951966370787,19.677892449654465,33.63839000258536,-0.10126056948121294,1065.753078703703,3133.0385532407417,3133.0385532407417,3133.0385532407417,1,0,0
