Subset,N events,Mc (MAXC),Mc (GFT),GFT R (%),N ≥ Mc,b (MLE),SE b (MLE),a (MLE),b (LSQ),SE b (LSQ),a (LSQ),R² (LSQ)
Full catalogue,15460,4.2,4.9,90.46862228557659,3994,0.8931885482603449,0.014744070716166898,7.978031947010374,0.9500212887973437,0.028115894911376695,8.349990591001408,0.9719084032877182
